id,name_chars_de,name_tokens_de,desc_chars_de,desc_tokens_de,name_chars_en,name_tokens_en,desc_chars_en,desc_tokens_en,desc_shortened_10p,name_shortened_10p,desc_shortened_20p,name_shortened_20p,desc_shortened_30p,name_shortened_30p
1639274792,97,42,73,24,91,36,66,17,True,True,True,False,False,False
6626538016,106,47,72,29,112,40,81,26,True,True,False,False,False,False
1978617397,27,9,779,224,27,9,701,151,True,False,True,False,True,False
3416246620,50,18,2062,619,60,16,1830,443,True,True,True,False,False,False
4909154245,92,44,192,57,106,37,191,43,True,True,True,False,False,False
3692778406,76,40,999,406,87,38,991,298,True,False,True,False,False,False
3582409643,55,16,2229,653,57,13,2221,479,True,True,True,False,False,False
2058085195,43,13,275,76,41,12,285,59,True,False,True,False,False,False
1660870123,70,31,84,37,77,29,91,35,False,False,False,False,False,False
4256662307,54,22,117,35,58,20,124,28,True,False,False,False,False,False
199552139760,114,43,669,167,124,42,596,106,True,False,True,False,True,False
1639170956,114,49,729,203,107,41,676,140,True,True,True,False,True,False
4702804708,52,16,172,60,57,17,172,44,True,False,True,False,False,False
3488840316,61,27,333,95,70,26,314,66,True,False,True,False,True,False
3363359717,53,19,534,166,54,16,500,112,True,True,True,False,True,False
10553947604,63,25,74,20,68,24,63,14,True,False,True,False,False,False
4756922573,46,16,26,5,46,13,25,5,False,True,False,False,False,False
3878447642,77,27,374,122,80,26,363,85,True,False,True,False,True,False
4761512241,75,21,75,21,82,19,82,19,False,False,False,False,False,False
1848719127,40,16,398,142,39,15,360,93,True,False,True,False,True,False
179195001984,113,38,57,17,113,38,43,10,True,False,True,False,True,False
4798031879,76,29,867,266,82,24,804,183,True,True,True,False,True,False
544241990815,80,30,80,30,83,27,83,27,False,False,False,False,False,False
3030484462,101,34,355,105,101,24,337,75,True,True,True,True,False,False
4675257710,78,28,122,32,83,23,113,21,True,True,True,False,True,False
59051797265,27,11,162,56,28,10,182,50,True,False,False,False,False,False
4792968045,94,34,914,265,88,22,894,177,True,True,True,True,True,True
3042374746,62,18,1585,491,62,14,1579,368,True,True,True,True,False,False
2059486037,51,15,785,211,52,15,720,145,True,False,True,False,True,False
2180548061,35,12,168,58,36,11,159,42,True,False,True,False,False,False
5128222238,40,16,709,198,44,16,610,128,True,False,True,False,True,False
2004718856,101,38,598,195,104,35,576,121,True,False,True,False,True,False
4145496082,23,10,1010,316,24,8,970,213,True,True,True,False,True,False
82342257069,52,20,767,234,52,20,736,177,True,False,True,False,False,False
5137527272,64,23,99,36,64,20,97,26,True,True,True,False,False,False
1995386759,83,24,701,196,76,20,620,147,True,True,True,False,False,False
