id,name_chars_de,name_tokens_de,desc_chars_de,desc_tokens_de,name_chars_en,name_tokens_en,desc_chars_en,desc_tokens_en,desc_shortened_10p,name_shortened_10p,desc_shortened_20p,name_shortened_20p,desc_shortened_30p,name_shortened_30p
4441056785,70,25,999,350,72,23,1036,304,True,False,False,False,False,False
2058489457,40,19,226,74,40,19,205,50,True,False,True,False,True,False
4855192008,69,27,664,210,70,25,656,151,True,False,True,False,False,False
3931035425,63,23,450,168,63,18,464,118,True,True,True,True,False,False
18465850062,97,39,1262,362,105,30,1188,235,True,True,True,True,True,False
4589801151,103,34,1262,362,131,31,1183,234,True,False,True,False,True,False
4206160273,124,44,158,60,125,30,163,46,True,True,True,True,False,True
4970014021,48,19,2663,974,48,16,2771,819,True,True,False,False,False,False
1321408657,29,9,29,9,32,6,32,6,True,True,True,True,True,True
2058207302,51,16,58,18,49,13,55,14,True,True,True,False,False,False
4302208677,90,36,57,19,96,29,56,15,True,True,True,False,False,False
4259834054,56,20,35,12,63,16,40,9,True,True,True,False,False,False
4220489232,43,17,3776,1247,44,14,3768,939,True,True,True,False,False,False
5062878913,38,15,38,15,38,11,38,11,True,True,True,True,False,False
3991387948,43,17,999,379,46,15,1002,313,True,True,False,False,False,False
3781728770,71,31,71,31,94,27,94,27,True,True,False,False,False,False
4804861605,45,18,45,18,47,14,47,14,True,True,True,True,False,False
4095826594,38,9,237,66,37,8,232,56,True,True,False,False,False,False
4425600562,39,12,1661,450,39,11,1491,319,True,False,True,False,False,False
4897934962,69,19,155,49,68,16,164,33,True,True,True,False,True,False
82466780870,67,27,61,23,85,25,61,23,False,False,False,False,False,False
4675051825,58,24,103,41,84,26,120,36,True,False,False,False,False,False
4720390052,48,20,98,40,48,20,120,38,False,False,False,False,False,False
1402158617,45,21,684,215,57,18,630,149,True,True,True,False,True,False
3862296444,49,18,999,350,49,19,879,209,True,False,True,False,True,False
4457940843,58,17,88,28,53,14,118,26,False,True,False,False,False,False
2065044531,108,47,108,47,111,47,111,47,False,False,False,False,False,False
4624558262,50,17,196,65,53,17,204,59,False,False,False,False,False,False
4752061423,61,21,106,33,77,21,89,22,True,False,True,False,True,False
4603499681,73,30,383,111,96,27,393,81,True,False,True,False,False,False
1788281024,85,26,1234,415,89,23,1163,265,True,True,True,False,True,False
2069518104,43,12,1207,329,46,11,1167,253,True,False,True,False,False,False
4730592514,26,11,150,61,28,11,146,46,True,False,True,False,False,False
201180045587,40,16,406,153,42,16,444,121,True,False,True,False,False,False
3045195282,218,74,175,61,225,59,183,45,True,True,True,True,False,False
4471449591,47,17,108,36,48,17,116,32,True,False,False,False,False,False
59657910044,60,22,411,122,58,19,431,109,True,True,False,False,False,False
37372627174,83,33,901,340,82,22,857,249,True,True,True,True,False,True
4116721553,80,29,999,346,87,24,971,281,True,True,False,False,False,False
4567238149,46,12,688,195,46,12,583,122,True,False,True,False,True,False
1823372268,122,48,629,223,112,33,628,157,True,True,True,True,False,True
1806456429,48,17,243,92,44,15,238,71,True,True,True,False,False,False
5165641659,92,35,1375,462,105,31,1492,329,True,True,True,False,False,False
3205210115,70,24,70,24,83,21,83,16,True,True,True,False,True,False
4797037452,41,13,27,12,41,11,32,8,True,True,True,False,True,False
4726396976,28,13,82,33,28,13,78,25,True,False,True,False,False,False
3042388146,53,15,278,82,53,15,290,58,True,False,True,False,False,False
159824143431,157,53,155,51,172,40,172,40,True,True,True,True,False,False
172087618689,68,22,805,225,83,18,767,151,True,True,True,False,True,False
4435546738,36,11,785,249,39,12,658,146,True,False,True,False,True,False
5214349442,28,10,608,167,33,11,559,119,True,False,True,False,False,False
1386618246,55,18,55,18,61,18,61,18,False,False,False,False,False,False
4295043985,43,15,54,22,58,12,70,18,True,True,False,False,False,False
3458373106,98,39,998,335,104,33,949,238,True,True,True,False,False,False
1802113995,71,28,71,28,82,24,82,24,True,True,False,False,False,False
4578818238,108,50,608,206,125,46,639,161,True,False,True,False,False,False
3088007378,89,35,267,72,109,31,269,53,True,True,True,False,False,False
2078231832,99,36,99,36,90,27,90,27,True,True,True,True,False,False
3046734634,105,22,1261,321,104,20,1160,233,True,False,True,False,False,False
