id,name_chars_de,name_tokens_de,desc_chars_de,desc_tokens_de,name_chars_en,name_tokens_en,desc_chars_en,desc_tokens_en,desc_shortened_10p,name_shortened_10p,desc_shortened_20p,name_shortened_20p,desc_shortened_30p,name_shortened_30p
29607392514,118,50,881,251,128,41,793,163,True,True,True,False,True,False
5163452200,115,50,880,251,115,40,802,165,True,True,True,False,True,False
2061441544,39,17,39,17,44,16,44,16,False,False,False,False,False,False
4514271066,41,15,148,50,45,13,152,41,True,True,False,False,False,False
1401982309,47,19,1492,464,47,16,1491,338,True,True,True,False,False,False
4945702240,55,22,317,117,56,18,327,95,True,True,False,False,False,False
2060192911,27,8,276,83,30,8,291,66,True,False,True,False,False,False
2060192915,27,8,213,71,30,8,208,53,True,False,True,False,False,False
2016866277,66,23,66,23,68,19,68,19,True,True,False,False,False,False
2056078364,68,20,818,272,70,18,782,178,True,False,True,False,True,False
4450888165,50,18,903,289,50,18,881,201,True,False,True,False,True,False
1423044582,36,13,770,234,35,10,717,158,True,True,True,True,True,False
109765155485,37,13,265,80,37,13,274,56,True,False,True,False,False,False
111110399548,44,16,340,119,42,14,345,90,True,True,True,False,False,False
4624086112,32,11,694,202,36,13,548,121,True,False,True,False,True,False
3395466908,42,12,447,129,51,13,442,91,True,False,True,False,False,False
3929215225,31,11,31,11,36,11,36,11,False,False,False,False,False,False
1659519065,147,54,2443,782,152,42,2383,561,True,True,True,True,False,False
2115678997,111,37,713,222,123,31,705,149,True,True,True,False,True,False
4435566465,68,27,4000,1340,71,23,3923,898,True,True,True,False,True,False
1431887069,65,20,2680,779,65,20,2424,530,True,False,True,False,True,False
2054699471,84,27,2367,721,85,26,2123,481,True,False,True,False,True,False
4735432768,44,17,133,48,50,17,141,35,True,False,True,False,False,False
2057573219,79,30,79,30,102,28,102,28,False,False,False,False,False,False
4998365450,65,27,114,30,63,20,108,23,True,True,True,True,False,False
3108657350,67,30,157,50,71,32,173,37,True,False,True,False,False,False
2183968048,142,42,83,25,146,35,83,23,False,True,False,False,False,False
1456843034,60,23,40,15,55,21,36,15,False,False,False,False,False,False
