id,name_chars_de,name_tokens_de,desc_chars_de,desc_tokens_de,name_chars_en,name_tokens_en,desc_chars_en,desc_tokens_en,desc_shortened_10p,name_shortened_10p,desc_shortened_20p,name_shortened_20p,desc_shortened_30p,name_shortened_30p
3708061579,48,22,999,346,48,22,824,203,True,False,True,False,True,False
3467577097,34,16,34,16,34,16,34,16,False,False,False,False,False,False
2057146445,76,23,569,148,76,23,521,104,True,False,True,False,False,False
1918821009,47,18,47,18,51,19,51,19,False,False,False,False,False,False
4636382579,88,35,842,239,113,32,828,163,True,False,True,False,True,False
121528725386,62,25,958,333,73,21,861,227,True,True,True,False,True,False
1914706723,65,17,825,239,68,16,769,164,True,False,True,False,True,False
1878732185,44,13,1042,301,44,13,967,205,True,False,True,False,True,False
102179535594,49,18,259,70,51,14,226,44,True,True,True,True,True,False
34108474773,35,13,655,204,32,11,588,144,True,True,True,False,False,False
4683019723,59,28,500,158,61,29,490,116,True,False,True,False,False,False
325639508083,81,29,45,17,81,22,50,15,True,True,False,True,False,False
2056297322,103,39,40,12,102,28,38,6,True,True,True,True,True,False
4238325930,55,21,868,251,55,18,781,153,True,True,True,False,True,False
2065684660,150,55,178,66,162,45,203,50,True,True,True,False,False,False
2640338192,63,25,225,80,63,23,217,61,True,False,True,False,False,False
18466522141,129,45,1115,408,139,33,1127,280,True,True,True,True,True,False
3976610099,33,13,76,22,30,10,77,17,True,True,True,True,False,False
5210263415,113,49,76,28,115,39,78,20,True,True,True,True,False,False
5199216300,96,36,2460,859,100,29,2532,607,True,True,True,False,False,False
3903296434,43,19,85,26,42,14,83,16,True,True,True,True,True,False
4464914770,43,18,85,26,43,14,83,15,True,True,True,True,True,False
3072564418,64,24,361,118,59,18,378,79,True,True,True,True,True,False
4451342522,104,36,229,84,104,30,220,63,True,True,True,False,False,False
76198377822,129,48,450,149,137,35,454,107,True,True,True,True,False,False
174007019522,68,27,68,27,84,24,84,24,True,True,False,False,False,False
3945370752,69,23,1251,359,70,21,1028,214,True,False,True,False,True,False
4020730390,75,27,1067,303,77,25,872,184,True,False,True,False,True,False
1888052790,58,19,470,162,66,17,441,105,True,True,True,False,True,False
4436356008,38,11,1809,583,36,11,1716,404,True,False,True,False,True,False
4465664542,126,39,463,146,122,30,432,106,True,True,True,True,False,False
4451124293,118,35,461,147,116,27,426,105,True,True,True,True,False,False
3693891469,118,47,3618,1208,112,41,3582,916,True,True,True,False,False,False
1639324466,124,52,124,47,131,44,131,39,True,True,False,False,False,False
2135054445,104,36,5,1,109,36,5,1,False,False,False,False,False,False
373850277197,44,15,44,15,43,13,43,13,True,True,False,False,False,False
3915411982,109,39,347,125,114,32,351,91,True,True,True,False,False,False
3931049291,123,42,385,115,135,32,351,66,True,True,True,True,True,False
3887317351,96,37,371,132,105,32,402,99,True,True,True,False,False,False
3887317437,88,32,346,114,102,28,377,82,True,True,True,False,False,False
309312102749,121,47,754,220,149,35,731,148,True,True,True,True,True,False
309319424084,128,46,778,229,146,35,748,154,True,True,True,True,True,False
6015536211,150,59,761,199,144,49,696,127,True,True,True,False,True,False
2056478070,56,22,1309,439,50,19,1331,303,True,True,True,False,True,False
4261128456,65,29,354,131,75,26,384,103,True,True,True,False,False,False
14613476507,80,36,776,286,87,32,817,202,True,True,True,False,False,False
3445564730,41,13,454,165,42,13,431,110,True,False,True,False,True,False
3876586389,69,21,535,146,71,18,475,105,True,True,True,False,False,False
4777051438,77,29,951,392,93,21,878,210,True,True,True,True,True,False
487072504294,74,27,74,27,89,17,89,17,True,True,True,True,True,True
3846598639,78,23,761,229,78,23,693,166,True,False,True,False,False,False
2123106282,32,12,5,3,39,11,5,3,False,False,False,False,False,False
49857216438,48,17,214,76,42,14,227,57,True,True,True,False,False,False
5172721151,45,16,293,106,46,16,286,73,True,False,True,False,True,False
1479236024,100,44,200,78,97,34,216,67,True,True,False,True,False,False
1371717862,216,80,1326,411,220,69,1265,287,True,True,True,False,True,False
3488840316,61,27,333,95,60,26,306,66,True,False,True,False,True,False
2063057962,77,29,133,52,77,28,134,49,False,False,False,False,False,False
2600554617,51,21,185,61,58,21,196,48,True,False,True,False,False,False
4206181444,55,16,213,69,57,12,217,54,True,True,True,True,False,False
2340035845,69,30,71,31,72,26,73,26,True,True,False,False,False,False
2009723716,61,28,424,162,71,25,440,118,True,True,True,False,False,False
4591945469,75,31,479,135,83,25,387,81,True,True,True,False,True,False
107725292534,98,38,83,32,108,32,84,29,False,True,False,False,False,False
4746786446,100,32,116,44,93,20,112,36,True,True,False,True,False,True
1920503864,54,17,255,71,57,14,295,62,True,True,False,False,False,False
4226659635,74,31,39,14,74,24,38,11,True,True,True,True,False,False
2183968048,142,42,83,25,147,35,84,24,False,True,False,False,False,False
2180579787,142,42,83,25,142,35,83,23,False,True,False,False,False,False
190161454564,42,15,357,130,40,12,361,98,True,True,True,False,False,False
150594495671,70,24,70,24,72,21,72,21,True,True,False,False,False,False
173652977366,71,28,171,71,67,21,185,59,True,True,False,True,False,False
3474685542,95,45,450,162,100,40,422,113,True,True,True,False,True,False
1955012315,39,9,227,67,47,10,250,59,True,False,False,False,False,False
2061947277,54,15,91,29,51,11,86,21,True,True,True,True,False,False
1711846546,69,21,205,67,80,18,180,42,True,True,True,False,True,False
4721167510,61,27,2998,948,66,24,2765,635,True,True,True,False,True,False
3551393318,73,32,497,143,77,29,436,91,True,False,True,False,True,False
4538335537,36,18,2062,595,38,19,1755,366,True,False,True,False,True,False
4538332005,23,12,140,40,23,12,131,24,True,False,True,False,True,False
1702937295,71,31,162,53,70,28,167,38,True,False,True,False,False,False
24480297189,101,46,682,232,100,37,675,165,True,True,True,False,False,False
4726073967,36,13,83,26,37,13,95,27,False,False,False,False,False,False
2066880892,26,7,951,274,33,8,959,212,True,False,True,False,False,False
1431887069,65,20,2680,779,65,20,2439,534,True,False,True,False,True,False
3728447268,47,20,47,20,52,17,52,17,True,True,False,False,False,False
9062983415,144,78,1627,484,147,70,1476,314,True,True,True,False,True,False
2756949375,91,31,859,243,87,26,742,155,True,True,True,False,True,False
2098280462,60,20,226,67,61,16,224,49,True,True,True,False,False,False
4238958432,55,21,181,68,57,19,168,48,True,False,True,False,False,False
2058258958,38,18,1534,484,45,17,1409,340,True,False,True,False,False,False
1635546537,46,19,1087,461,46,17,1089,426,False,True,False,False,False,False
4157438427,55,16,2199,623,59,14,2175,453,True,True,True,False,False,False
1644753296,63,22,288,84,62,21,269,58,True,False,True,False,True,False
185272730170,40,18,215,85,47,17,191,63,True,False,True,False,False,False
190799447397,42,15,341,125,40,12,352,94,True,True,True,False,False,False
