id,name_chars_de,name_tokens_de,desc_chars_de,desc_tokens_de,name_chars_en,name_tokens_en,desc_chars_en,desc_tokens_en,desc_shortened_10p,name_shortened_10p,desc_shortened_20p,name_shortened_20p,desc_shortened_30p,name_shortened_30p
2016174783,50,18,310,101,50,16,291,73,True,True,True,False,False,False
97115452949,46,17,347,101,39,13,297,77,True,True,True,True,False,False
3831306916,177,71,174,71,167,58,156,55,True,True,True,False,False,False
18465755385,196,68,158,52,210,52,155,29,True,True,True,True,True,False
4413493983,40,13,799,225,32,11,679,160,True,True,True,False,False,False
5050453220,84,33,585,193,86,29,497,121,True,True,True,False,True,False
1711900697,99,29,881,261,109,25,861,181,True,True,True,False,True,False
3956668079,106,36,271,82,116,27,269,55,True,True,True,True,True,False
4142357884,42,12,1330,389,43,12,1293,289,True,False,True,False,False,False
3731893848,63,23,63,23,61,23,61,23,False,False,False,False,False,False
4662116837,25,12,200,60,25,12,190,45,True,False,True,False,False,False
4572965795,96,38,0,0,108,35,0,0,False,False,False,False,False,False
2723629064,57,22,913,267,60,20,868,198,True,False,True,False,False,False
54161621292,73,23,185,55,78,22,179,45,True,False,False,False,False,False
106428061780,52,22,44,15,49,20,43,14,False,False,False,False,False,False
18466202308,122,46,839,251,126,31,750,156,True,True,True,True,True,True
1427123096,27,11,100,33,29,8,107,27,True,True,False,True,False,False
4196598949,197,65,993,308,209,57,947,228,True,True,True,False,False,False
2070915408,68,26,177,63,73,24,188,52,True,False,False,False,False,False
4037072294,35,10,218,79,35,8,229,64,True,True,False,False,False,False
2168024759,183,66,579,162,211,56,528,109,True,True,True,False,True,False
4196027218,58,28,1998,722,60,27,1964,511,True,False,True,False,False,False
2055437333,49,22,496,174,51,20,462,120,True,False,True,False,True,False
2180548061,35,12,168,58,36,11,144,39,True,False,True,False,True,False
52466288934,32,14,196,53,47,15,197,36,True,False,True,False,True,False
5175525100,59,18,107,38,60,16,108,36,False,True,False,False,False,False
4541783818,42,14,1093,335,41,11,1097,224,True,True,True,True,True,False
