category_pair,f1,total_count,cc,un,size,run_id
Möbel & Wohnen | Möbel & Wohnen,0.703030303030303,634,80,000,large,0
Kleidung & Accessoires | Kleidung & Accessoires,0.6433566433566433,562,80,000,large,0
Elektronik & Computer | Elektronik & Computer,0.8958333333333334,333,80,000,large,0
Elektronik & Computer | Möbel & Wohnen,0.782608695652174,305,80,000,large,0
Kleidung & Accessoires | Möbel & Wohnen,0.75,227,80,000,large,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8533333333333334,224,80,000,large,0
Elektronik & Computer | Kleidung & Accessoires,0.45454545454545453,189,80,000,large,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.7,165,80,000,large,0
Kleidung & Accessoires | Sport & Freizeit,0.4,144,80,000,large,0
Spielzeug & Baby | Spielzeug & Baby,0.88,139,80,000,large,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,116,80,000,large,0
Sport & Freizeit | Sport & Freizeit,0.6875,94,80,000,large,0
Auto & Motorrad | Auto & Motorrad,0.6363636363636364,88,80,000,large,0
Elektronik & Computer | Werkzeug & Baumarkt,0.5,87,80,000,large,0
Auto & Motorrad | Sport & Freizeit,0.19047619047619047,79,80,000,large,0
Möbel & Wohnen | Sport & Freizeit,0.0,70,80,000,large,0
Elektronik & Computer | Spielzeug & Baby,1.0,61,80,000,large,0
Auto & Motorrad | Kleidung & Accessoires,0.0,59,80,000,large,0
Möbel & Wohnen | Spielzeug & Baby,0.0,59,80,000,large,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,55,80,000,large,0
Auto & Motorrad | Möbel & Wohnen,0.0,51,80,000,large,0
Elektronik & Computer | Sport & Freizeit,0.0,50,80,000,large,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.6153846153846154,48,80,000,large,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,40,80,000,large,0
Auto & Motorrad | Elektronik & Computer,1.0,39,80,000,large,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.8,35,80,000,large,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.7692307692307693,34,80,000,large,0
Gesundheit & Pflege | Möbel & Wohnen,1.0,33,80,000,large,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,32,80,000,large,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,31,80,000,large,0
Auto & Motorrad | Werkzeug & Baumarkt,1.0,27,80,000,large,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,25,80,000,large,0
Auto & Motorrad | Spielzeug & Baby,1.0,25,80,000,large,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,21,80,000,large,0
Gesundheit & Pflege | Gesundheit & Pflege,1.0,21,80,000,large,0
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,21,80,000,large,0
Elektronik & Computer | Lebensmittel & Getränke,1.0,20,80,000,large,0
Spielzeug & Baby | Sport & Freizeit,0.0,20,80,000,large,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,18,80,000,large,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,18,80,000,large,0
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,000,large,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,16,80,000,large,0
Bürobedarf | Möbel & Wohnen,0.0,14,80,000,large,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,80,000,large,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,9,80,000,large,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,7,80,000,large,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,7,80,000,large,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,6,80,000,large,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,6,80,000,large,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,6,80,000,large,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,6,80,000,large,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,5,80,000,large,0
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,000,large,0
Bürobedarf | Werkzeug & Baumarkt,0.0,5,80,000,large,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,5,80,000,large,0
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,5,80,000,large,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,4,80,000,large,0
Bürobedarf | Spielzeug & Baby,1.0,4,80,000,large,0
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,4,80,000,large,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,4,80,000,large,0
Bürobedarf | Kosmetik & Drogerie,0.0,3,80,000,large,0
Auto & Motorrad | Bürobedarf,0.0,3,80,000,large,0
Auto & Motorrad | Gesundheit & Pflege,0.0,3,80,000,large,0
Bürobedarf | Kleidung & Accessoires,0.0,3,80,000,large,0
Bürobedarf | Elektronik & Computer,0.0,3,80,000,large,0
Bürobedarf | Bürobedarf,1.0,2,80,000,large,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,2,80,000,large,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,2,80,000,large,0
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,80,000,large,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,2,80,000,large,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,80,000,large,0
Bürobedarf | Sport & Freizeit,0.0,1,80,000,large,0
Möbel & Wohnen | Möbel & Wohnen,0.41545893719806765,1014,80,100,small,1
Kleidung & Accessoires | Kleidung & Accessoires,0.4495114006514658,844,80,100,small,1
Kleidung & Accessoires | Möbel & Wohnen,0.6153846153846154,382,80,100,small,1
Kleidung & Accessoires | Sport & Freizeit,0.4444444444444444,177,80,100,small,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5245901639344263,170,80,100,small,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.42424242424242425,155,80,100,small,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5,151,80,100,small,1
Elektronik & Computer | Möbel & Wohnen,0.7692307692307693,114,80,100,small,1
Elektronik & Computer | Kleidung & Accessoires,0.5555555555555556,105,80,100,small,1
Kosmetik & Drogerie | Möbel & Wohnen,0.8571428571428571,101,80,100,small,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,96,80,100,small,1
Sport & Freizeit | Sport & Freizeit,0.45,91,80,100,small,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,84,80,100,small,1
Spielzeug & Baby | Spielzeug & Baby,0.7333333333333333,73,80,100,small,1
Möbel & Wohnen | Sport & Freizeit,0.0,62,80,100,small,1
Elektronik & Computer | Elektronik & Computer,0.6896551724137931,60,80,100,small,1
Kleidung & Accessoires | Spielzeug & Baby,0.15384615384615385,60,80,100,small,1
Gesundheit & Pflege | Gesundheit & Pflege,0.6363636363636364,56,80,100,small,1
Auto & Motorrad | Auto & Motorrad,0.4666666666666667,53,80,100,small,1
Gesundheit & Pflege | Kleidung & Accessoires,0.5,52,80,100,small,1
Gesundheit & Pflege | Möbel & Wohnen,0.0,51,80,100,small,1
Möbel & Wohnen | Spielzeug & Baby,0.75,42,80,100,small,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.47058823529411764,41,80,100,small,1
Auto & Motorrad | Kleidung & Accessoires,0.0,39,80,100,small,1
Elektronik & Computer | Sport & Freizeit,0.7142857142857143,37,80,100,small,1
Elektronik & Computer | Werkzeug & Baumarkt,0.5,31,80,100,small,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,27,80,100,small,1
Auto & Motorrad | Möbel & Wohnen,0.0,25,80,100,small,1
Sport & Freizeit | Werkzeug & Baumarkt,0.4,23,80,100,small,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,20,80,100,small,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,20,80,100,small,1
Auto & Motorrad | Sport & Freizeit,0.2222222222222222,17,80,100,small,1
Auto & Motorrad | Elektronik & Computer,0.25,14,80,100,small,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,12,80,100,small,1
Elektronik & Computer | Spielzeug & Baby,0.0,12,80,100,small,1
Spielzeug & Baby | Sport & Freizeit,0.0,12,80,100,small,1
Gesundheit & Pflege | Sport & Freizeit,0.0,11,80,100,small,1
Bürobedarf | Möbel & Wohnen,0.8,10,80,100,small,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,10,80,100,small,1
Elektronik & Computer | Gesundheit & Pflege,0.0,9,80,100,small,1
Kosmetik & Drogerie | Sport & Freizeit,1.0,9,80,100,small,1
Auto & Motorrad | Gesundheit & Pflege,0.0,8,80,100,small,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,80,100,small,1
Lebensmittel & Getränke | Möbel & Wohnen,1.0,8,80,100,small,1
Lebensmittel & Getränke | Sport & Freizeit,0.0,7,80,100,small,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,80,100,small,1
Bürobedarf | Kleidung & Accessoires,0.0,6,80,100,small,1
Bürobedarf | Elektronik & Computer,0.6666666666666666,6,80,100,small,1
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,80,100,small,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.5,5,80,100,small,1
Auto & Motorrad | Spielzeug & Baby,0.0,5,80,100,small,1
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,3,80,100,small,1
Bürobedarf | Werkzeug & Baumarkt,0.0,3,80,100,small,1
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,3,80,100,small,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,2,80,100,small,1
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,100,small,1
Auto & Motorrad | Bürobedarf,0.0,2,80,100,small,1
Bürobedarf | Bürobedarf,1.0,2,80,100,small,1
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,2,80,100,small,1
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,1,80,100,small,1
Bürobedarf | Spielzeug & Baby,0.0,1,80,100,small,1
Bürobedarf | Gesundheit & Pflege,0.0,1,80,100,small,1
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,80,100,small,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,80,100,small,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,80,100,small,1
Kleidung & Accessoires | Kleidung & Accessoires,0.18388625592417063,958,50,100,small,0
Möbel & Wohnen | Möbel & Wohnen,0.19888268156424582,806,50,100,small,0
Kleidung & Accessoires | Möbel & Wohnen,0.016216216216216217,367,50,100,small,0
Kleidung & Accessoires | Sport & Freizeit,0.1222707423580786,215,50,100,small,0
Elektronik & Computer | Kleidung & Accessoires,0.05747126436781609,169,50,100,small,0
Elektronik & Computer | Möbel & Wohnen,0.11538461538461539,147,50,100,small,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.2823529411764706,146,50,100,small,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.18064516129032257,141,50,100,small,0
Sport & Freizeit | Sport & Freizeit,0.2727272727272727,95,50,100,small,0
Elektronik & Computer | Elektronik & Computer,0.4166666666666667,95,50,100,small,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.021052631578947368,94,50,100,small,0
Spielzeug & Baby | Spielzeug & Baby,0.3333333333333333,80,50,100,small,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.02631578947368421,75,50,100,small,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.30952380952380953,71,50,100,small,0
Kleidung & Accessoires | Spielzeug & Baby,0.028169014084507043,70,50,100,small,0
Kosmetik & Drogerie | Möbel & Wohnen,0.02857142857142857,69,50,100,small,0
Möbel & Wohnen | Sport & Freizeit,0.056338028169014086,69,50,100,small,0
Möbel & Wohnen | Spielzeug & Baby,0.2191780821917808,65,50,100,small,0
Gesundheit & Pflege | Kleidung & Accessoires,0.034482758620689655,57,50,100,small,0
Auto & Motorrad | Auto & Motorrad,0.2727272727272727,57,50,100,small,0
Auto & Motorrad | Kleidung & Accessoires,0.0,52,50,100,small,0
Gesundheit & Pflege | Möbel & Wohnen,0.04878048780487805,40,50,100,small,0
Gesundheit & Pflege | Gesundheit & Pflege,0.34782608695652173,38,50,100,small,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,36,50,100,small,0
Elektronik & Computer | Werkzeug & Baumarkt,0.1111111111111111,34,50,100,small,0
Elektronik & Computer | Sport & Freizeit,0.05714285714285714,34,50,100,small,0
Auto & Motorrad | Möbel & Wohnen,0.0,33,50,100,small,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.41025641025641024,31,50,100,small,0
Elektronik & Computer | Spielzeug & Baby,0.0,30,50,100,small,0
Kosmetik & Drogerie | Sport & Freizeit,0.13793103448275862,27,50,100,small,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,22,50,100,small,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,20,50,100,small,0
Spielzeug & Baby | Sport & Freizeit,0.1,19,50,100,small,0
Elektronik & Computer | Gesundheit & Pflege,0.0,15,50,100,small,0
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50,100,small,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,13,50,100,small,0
Auto & Motorrad | Sport & Freizeit,0.14285714285714285,13,50,100,small,0
Bürobedarf | Kleidung & Accessoires,0.0,13,50,100,small,0
Bürobedarf | Möbel & Wohnen,0.15384615384615385,12,50,100,small,0
Bürobedarf | Elektronik & Computer,0.42857142857142855,11,50,100,small,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,11,50,100,small,0
Auto & Motorrad | Elektronik & Computer,0.0,9,50,100,small,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,50,100,small,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,8,50,100,small,0
Auto & Motorrad | Spielzeug & Baby,0.0,7,50,100,small,0
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50,100,small,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,50,100,small,0
Lebensmittel & Getränke | Möbel & Wohnen,0.2857142857142857,6,50,100,small,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.2857142857142857,6,50,100,small,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,50,100,small,0
Bürobedarf | Sport & Freizeit,0.0,6,50,100,small,0
Bürobedarf | Kosmetik & Drogerie,0.0,5,50,100,small,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,5,50,100,small,0
Lebensmittel & Getränke | Sport & Freizeit,0.0,5,50,100,small,0
Bürobedarf | Gesundheit & Pflege,0.0,3,50,100,small,0
Bürobedarf | Werkzeug & Baumarkt,0.0,3,50,100,small,0
Kosmetik & Drogerie | Lebensmittel & Getränke,0.5,3,50,100,small,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,3,50,100,small,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,50,100,small,0
Auto & Motorrad | Bürobedarf,0.0,2,50,100,small,0
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,2,50,100,small,0
Bürobedarf | Lebensmittel & Getränke,0.0,1,50,100,small,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,1,50,100,small,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,1,50,100,small,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,50,100,small,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,50,100,small,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,50,100,small,0
Bürobedarf | Spielzeug & Baby,1.0,1,50,100,small,0
"Bücher, Filme & Musik | Bürobedarf",0.0,1,50,100,small,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,1,50,100,small,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,50,100,small,0
Bürobedarf | Bürobedarf,1.0,1,50,100,small,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,1,50,100,small,0
Kleidung & Accessoires | Kleidung & Accessoires,0.6178861788617886,919,20,100,medium,2
Möbel & Wohnen | Möbel & Wohnen,0.41968911917098445,709,20,100,medium,2
Kleidung & Accessoires | Möbel & Wohnen,0.6666666666666666,429,20,100,medium,2
Kleidung & Accessoires | Sport & Freizeit,0.5238095238095238,206,20,100,medium,2
Elektronik & Computer | Möbel & Wohnen,0.8823529411764706,194,20,100,medium,2
Elektronik & Computer | Kleidung & Accessoires,0.6666666666666666,176,20,100,medium,2
Möbel & Wohnen | Werkzeug & Baumarkt,0.5217391304347826,108,20,100,medium,2
Elektronik & Computer | Elektronik & Computer,0.9117647058823529,102,20,100,medium,2
Kleidung & Accessoires | Spielzeug & Baby,1.0,97,20,100,medium,2
Spielzeug & Baby | Spielzeug & Baby,0.7843137254901961,97,20,100,medium,2
Möbel & Wohnen | Spielzeug & Baby,0.6666666666666666,97,20,100,medium,2
Kleidung & Accessoires | Kosmetik & Drogerie,0.6666666666666666,93,20,100,medium,2
Sport & Freizeit | Sport & Freizeit,0.5454545454545454,89,20,100,medium,2
Möbel & Wohnen | Sport & Freizeit,1.0,87,20,100,medium,2
Auto & Motorrad | Kleidung & Accessoires,0.0,83,20,100,medium,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,80,20,100,medium,2
Auto & Motorrad | Auto & Motorrad,0.8235294117647058,79,20,100,medium,2
Kosmetik & Drogerie | Möbel & Wohnen,1.0,75,20,100,medium,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7906976744186046,72,20,100,medium,2
Elektronik & Computer | Werkzeug & Baumarkt,0.8571428571428571,55,20,100,medium,2
Auto & Motorrad | Möbel & Wohnen,0.0,46,20,100,medium,2
Elektronik & Computer | Spielzeug & Baby,1.0,38,20,100,medium,2
Elektronik & Computer | Kosmetik & Drogerie,0.8,37,20,100,medium,2
Gesundheit & Pflege | Möbel & Wohnen,0.8,29,20,100,medium,2
Gesundheit & Pflege | Kleidung & Accessoires,0.0,29,20,100,medium,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8484848484848485,27,20,100,medium,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,23,20,100,medium,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,21,20,100,medium,2
Elektronik & Computer | Gesundheit & Pflege,0.0,20,20,100,medium,2
Elektronik & Computer | Sport & Freizeit,0.0,20,20,100,medium,2
Auto & Motorrad | Elektronik & Computer,0.0,19,20,100,medium,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.6,19,20,100,medium,2
Bürobedarf | Kleidung & Accessoires,0.0,18,20,100,medium,2
Kosmetik & Drogerie | Sport & Freizeit,0.0,16,20,100,medium,2
Sport & Freizeit | Werkzeug & Baumarkt,0.0,15,20,100,medium,2
Auto & Motorrad | Sport & Freizeit,0.0,14,20,100,medium,2
Auto & Motorrad | Spielzeug & Baby,0.0,13,20,100,medium,2
Bürobedarf | Möbel & Wohnen,0.0,13,20,100,medium,2
Lebensmittel & Getränke | Möbel & Wohnen,0.0,12,20,100,medium,2
Bürobedarf | Elektronik & Computer,1.0,12,20,100,medium,2
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,20,100,medium,2
Spielzeug & Baby | Sport & Freizeit,1.0,12,20,100,medium,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,11,20,100,medium,2
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,10,20,100,medium,2
Auto & Motorrad | Werkzeug & Baumarkt,0.0,10,20,100,medium,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,10,20,100,medium,2
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,20,100,medium,2
Gesundheit & Pflege | Sport & Freizeit,0.0,8,20,100,medium,2
Bürobedarf | Kosmetik & Drogerie,0.0,8,20,100,medium,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,7,20,100,medium,2
Haustier & Tierbedarf | Möbel & Wohnen,0.0,6,20,100,medium,2
Gesundheit & Pflege | Gesundheit & Pflege,0.6666666666666666,6,20,100,medium,2
Elektronik & Computer | Lebensmittel & Getränke,1.0,5,20,100,medium,2
Bürobedarf | Sport & Freizeit,0.0,5,20,100,medium,2
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20,100,medium,2
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20,100,medium,2
Bürobedarf | Werkzeug & Baumarkt,0.0,5,20,100,medium,2
Bürobedarf | Spielzeug & Baby,1.0,3,20,100,medium,2
Bürobedarf | Bürobedarf,1.0,3,20,100,medium,2
Auto & Motorrad | Bürobedarf,0.0,3,20,100,medium,2
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,3,20,100,medium,2
"Bücher, Filme & Musik | Elektronik & Computer",0.0,3,20,100,medium,2
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20,100,medium,2
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,2,20,100,medium,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,2,20,100,medium,2
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,20,100,medium,2
Haustier & Tierbedarf | Spielzeug & Baby,0.0,2,20,100,medium,2
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,20,100,medium,2
"Auto & Motorrad | Bücher, Filme & Musik",0.0,2,20,100,medium,2
Auto & Motorrad | Haustier & Tierbedarf,0.0,1,20,100,medium,2
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,20,100,medium,2
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,20,100,medium,2
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,20,100,medium,2
"Bücher, Filme & Musik | Lebensmittel & Getränke",1.0,1,20,100,medium,2
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20,100,medium,2
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,20,100,medium,2
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,20,100,medium,2
Haustier & Tierbedarf | Haustier & Tierbedarf,0.0,1,20,100,medium,2
Möbel & Wohnen | Möbel & Wohnen,0.6338797814207651,634,80,000,medium,2
Kleidung & Accessoires | Kleidung & Accessoires,0.632258064516129,562,80,000,medium,2
Elektronik & Computer | Elektronik & Computer,0.8333333333333334,333,80,000,medium,2
Elektronik & Computer | Möbel & Wohnen,0.7111111111111111,305,80,000,medium,2
Kleidung & Accessoires | Möbel & Wohnen,0.75,227,80,000,medium,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8205128205128205,224,80,000,medium,2
Elektronik & Computer | Kleidung & Accessoires,0.6153846153846154,189,80,000,medium,2
Möbel & Wohnen | Werkzeug & Baumarkt,0.6956521739130435,165,80,000,medium,2
Kleidung & Accessoires | Sport & Freizeit,0.3333333333333333,144,80,000,medium,2
Spielzeug & Baby | Spielzeug & Baby,0.8928571428571429,139,80,000,medium,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.5,116,80,000,medium,2
Sport & Freizeit | Sport & Freizeit,0.6875,94,80,000,medium,2
Auto & Motorrad | Auto & Motorrad,0.5833333333333334,88,80,000,medium,2
Elektronik & Computer | Werkzeug & Baumarkt,0.5,87,80,000,medium,2
Auto & Motorrad | Sport & Freizeit,0.2222222222222222,79,80,000,medium,2
Möbel & Wohnen | Sport & Freizeit,0.0,70,80,000,medium,2
Elektronik & Computer | Spielzeug & Baby,0.8571428571428571,61,80,000,medium,2
Auto & Motorrad | Kleidung & Accessoires,0.0,59,80,000,medium,2
Möbel & Wohnen | Spielzeug & Baby,0.0,59,80,000,medium,2
Kleidung & Accessoires | Spielzeug & Baby,0.0,55,80,000,medium,2
Auto & Motorrad | Möbel & Wohnen,0.0,51,80,000,medium,2
Elektronik & Computer | Sport & Freizeit,0.0,50,80,000,medium,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.3157894736842105,48,80,000,medium,2
Kosmetik & Drogerie | Möbel & Wohnen,1.0,40,80,000,medium,2
Auto & Motorrad | Elektronik & Computer,1.0,39,80,000,medium,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.5714285714285714,35,80,000,medium,2
"Bücher, Filme & Musik | Spielzeug & Baby",0.8571428571428571,34,80,000,medium,2
Gesundheit & Pflege | Möbel & Wohnen,0.8,33,80,000,medium,2
Elektronik & Computer | Kosmetik & Drogerie,0.0,32,80,000,medium,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,31,80,000,medium,2
Auto & Motorrad | Werkzeug & Baumarkt,1.0,27,80,000,medium,2
Sport & Freizeit | Werkzeug & Baumarkt,0.0,25,80,000,medium,2
Auto & Motorrad | Spielzeug & Baby,1.0,25,80,000,medium,2
Gesundheit & Pflege | Kleidung & Accessoires,0.0,21,80,000,medium,2
Gesundheit & Pflege | Gesundheit & Pflege,1.0,21,80,000,medium,2
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,21,80,000,medium,2
Elektronik & Computer | Lebensmittel & Getränke,1.0,20,80,000,medium,2
Spielzeug & Baby | Sport & Freizeit,0.0,20,80,000,medium,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,18,80,000,medium,2
Lebensmittel & Getränke | Möbel & Wohnen,0.0,18,80,000,medium,2
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,000,medium,2
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,16,80,000,medium,2
Bürobedarf | Möbel & Wohnen,0.0,14,80,000,medium,2
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,80,000,medium,2
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,9,80,000,medium,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,7,80,000,medium,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,7,80,000,medium,2
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,6,80,000,medium,2
Kosmetik & Drogerie | Sport & Freizeit,0.0,6,80,000,medium,2
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,6,80,000,medium,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,6,80,000,medium,2
"Bücher, Filme & Musik | Elektronik & Computer",0.0,5,80,000,medium,2
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,000,medium,2
Bürobedarf | Werkzeug & Baumarkt,0.0,5,80,000,medium,2
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,5,80,000,medium,2
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,5,80,000,medium,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,4,80,000,medium,2
Bürobedarf | Spielzeug & Baby,1.0,4,80,000,medium,2
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,4,80,000,medium,2
"Bücher, Filme & Musik | Sport & Freizeit",0.0,4,80,000,medium,2
Bürobedarf | Kosmetik & Drogerie,0.0,3,80,000,medium,2
Auto & Motorrad | Bürobedarf,0.0,3,80,000,medium,2
Auto & Motorrad | Gesundheit & Pflege,0.0,3,80,000,medium,2
Bürobedarf | Kleidung & Accessoires,0.0,3,80,000,medium,2
Bürobedarf | Elektronik & Computer,0.0,3,80,000,medium,2
Bürobedarf | Bürobedarf,1.0,2,80,000,medium,2
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,2,80,000,medium,2
"Auto & Motorrad | Bücher, Filme & Musik",0.0,2,80,000,medium,2
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,80,000,medium,2
Lebensmittel & Getränke | Spielzeug & Baby,0.0,2,80,000,medium,2
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,80,000,medium,2
Bürobedarf | Sport & Freizeit,0.0,1,80,000,medium,2
Möbel & Wohnen | Möbel & Wohnen,0.7875,634,80,000,large,1
Kleidung & Accessoires | Kleidung & Accessoires,0.6301369863013698,562,80,000,large,1
