category_pair,f1,total_count,cc,un,size,run_id
Kleidung & Accessoires | Kleidung & Accessoires,0.3641160949868074,800,50,050,small,0
Möbel & Wohnen | Möbel & Wohnen,0.27249357326478146,644,50,050,small,0
Kleidung & Accessoires | Möbel & Wohnen,0.09090909090909091,293,50,050,small,0
Elektronik & Computer | Kleidung & Accessoires,0.4,210,50,050,small,0
Elektronik & Computer | Elektronik & Computer,0.6666666666666666,198,50,050,small,0
Elektronik & Computer | Möbel & Wohnen,0.5714285714285714,184,50,050,small,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.4583333333333333,174,50,050,small,0
Kleidung & Accessoires | Sport & Freizeit,0.5,165,50,050,small,0
Auto & Motorrad | Auto & Motorrad,0.35555555555555557,126,50,050,small,0
Spielzeug & Baby | Spielzeug & Baby,0.7924528301886793,113,50,050,small,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5797101449275363,109,50,050,small,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,90,50,050,small,0
Kleidung & Accessoires | Spielzeug & Baby,0.2857142857142857,86,50,050,small,0
Möbel & Wohnen | Sport & Freizeit,0.6666666666666666,72,50,050,small,0
Möbel & Wohnen | Spielzeug & Baby,0.16666666666666666,68,50,050,small,0
Sport & Freizeit | Sport & Freizeit,0.6153846153846154,66,50,050,small,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.6111111111111112,59,50,050,small,0
Elektronik & Computer | Werkzeug & Baumarkt,0.0,58,50,050,small,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.6666666666666666,58,50,050,small,0
Kosmetik & Drogerie | Möbel & Wohnen,0.8,56,50,050,small,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,55,50,050,small,0
Auto & Motorrad | Kleidung & Accessoires,0.0,53,50,050,small,0
Gesundheit & Pflege | Möbel & Wohnen,0.0,51,50,050,small,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.45714285714285713,45,50,050,small,0
Auto & Motorrad | Möbel & Wohnen,0.0,40,50,050,small,0
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,37,50,050,small,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.8,35,50,050,small,0
Gesundheit & Pflege | Gesundheit & Pflege,0.64,35,50,050,small,0
Elektronik & Computer | Spielzeug & Baby,0.8,32,50,050,small,0
Bürobedarf | Möbel & Wohnen,0.0,27,50,050,small,0
Spielzeug & Baby | Werkzeug & Baumarkt,1.0,26,50,050,small,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,26,50,050,small,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.5,25,50,050,small,0
Elektronik & Computer | Gesundheit & Pflege,0.6666666666666666,25,50,050,small,0
Bürobedarf | Kleidung & Accessoires,0.0,24,50,050,small,0
Auto & Motorrad | Sport & Freizeit,0.6666666666666666,23,50,050,small,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,23,50,050,small,0
Auto & Motorrad | Elektronik & Computer,0.0,22,50,050,small,0
Bürobedarf | Elektronik & Computer,0.8571428571428571,21,50,050,small,0
Auto & Motorrad | Werkzeug & Baumarkt,1.0,18,50,050,small,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,16,50,050,small,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,16,50,050,small,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,15,50,050,small,0
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50,050,small,0
Gesundheit & Pflege | Spielzeug & Baby,1.0,14,50,050,small,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.6666666666666666,12,50,050,small,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.4,12,50,050,small,0
Auto & Motorrad | Spielzeug & Baby,0.0,11,50,050,small,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,10,50,050,small,0
Spielzeug & Baby | Sport & Freizeit,0.0,9,50,050,small,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,50,050,small,0
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50,050,small,0
Bürobedarf | Werkzeug & Baumarkt,0.0,7,50,050,small,0
Bürobedarf | Bürobedarf,0.75,5,50,050,small,0
