category_pair,f1,total_count,cc,un,size,run_id
Kleidung & Accessoires | Kleidung & Accessoires,0.6267806267806267,894,20,050,small,0
Möbel & Wohnen | Möbel & Wohnen,0.5460526315789473,529,20,050,small,0
Kleidung & Accessoires | Möbel & Wohnen,0.5,339,20,050,small,0
Elektronik & Computer | Kleidung & Accessoires,0.6666666666666666,240,20,050,small,0
Elektronik & Computer | Möbel & Wohnen,0.9333333333333333,207,20,050,small,0
Elektronik & Computer | Elektronik & Computer,0.9038461538461539,191,20,050,small,0
Kleidung & Accessoires | Sport & Freizeit,0.68,184,20,050,small,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8108108108108109,161,20,050,small,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.625,137,20,050,small,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.4,126,20,050,small,0
Auto & Motorrad | Auto & Motorrad,0.926829268292683,108,20,050,small,0
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,101,20,050,small,0
Möbel & Wohnen | Spielzeug & Baby,0.8,81,20,050,small,0
Elektronik & Computer | Werkzeug & Baumarkt,0.8888888888888888,77,20,050,small,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,72,20,050,small,0
Auto & Motorrad | Kleidung & Accessoires,0.0,71,20,050,small,0
Möbel & Wohnen | Sport & Freizeit,0.8,68,20,050,small,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.6101694915254238,66,20,050,small,0
Spielzeug & Baby | Spielzeug & Baby,0.6818181818181818,62,20,050,small,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,59,20,050,small,0
Gesundheit & Pflege | Möbel & Wohnen,1.0,44,20,050,small,0
Auto & Motorrad | Möbel & Wohnen,1.0,39,20,050,small,0
Sport & Freizeit | Sport & Freizeit,0.7272727272727273,39,20,050,small,0
Elektronik & Computer | Spielzeug & Baby,0.0,38,20,050,small,0
Elektronik & Computer | Sport & Freizeit,1.0,38,20,050,small,0
Elektronik & Computer | Kosmetik & Drogerie,1.0,36,20,050,small,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,32,20,050,small,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.9411764705882353,31,20,050,small,0
Auto & Motorrad | Elektronik & Computer,0.0,29,20,050,small,0
Sport & Freizeit | Werkzeug & Baumarkt,1.0,25,20,050,small,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,22,20,050,small,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,19,20,050,small,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,19,20,050,small,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,17,20,050,small,0
Auto & Motorrad | Sport & Freizeit,1.0,17,20,050,small,0
Gesundheit & Pflege | Gesundheit & Pflege,0.8888888888888888,16,20,050,small,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,15,20,050,small,0
Bürobedarf | Kleidung & Accessoires,1.0,15,20,050,small,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,14,20,050,small,0
Lebensmittel & Getränke | Möbel & Wohnen,1.0,14,20,050,small,0
Elektronik & Computer | Gesundheit & Pflege,0.0,13,20,050,small,0
Bürobedarf | Elektronik & Computer,1.0,12,20,050,small,0
Gesundheit & Pflege | Sport & Freizeit,1.0,11,20,050,small,0
Spielzeug & Baby | Sport & Freizeit,0.8,10,20,050,small,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,20,050,small,0
Elektronik & Computer | Lebensmittel & Getränke,1.0,7,20,050,small,0
Bürobedarf | Möbel & Wohnen,0.0,7,20,050,small,0
Elektronik & Computer | Haustier & Tierbedarf,0.0,7,20,050,small,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,7,20,050,small,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,6,20,050,small,0
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20,050,small,0
Gesundheit & Pflege | Lebensmittel & Getränke,1.0,5,20,050,small,0
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20,050,small,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,4,20,050,small,0
Bürobedarf | Kosmetik & Drogerie,0.0,4,20,050,small,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,4,20,050,small,0
Auto & Motorrad | Haustier & Tierbedarf,0.0,4,20,050,small,0
Bürobedarf | Werkzeug & Baumarkt,0.0,4,20,050,small,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,4,20,050,small,0
Lebensmittel & Getränke | Lebensmittel & Getränke,0.6666666666666666,3,20,050,small,0
Auto & Motorrad | Spielzeug & Baby,0.0,3,20,050,small,0
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,3,20,050,small,0
Bürobedarf | Sport & Freizeit,0.0,3,20,050,small,0
Lebensmittel & Getränke | Sport & Freizeit,1.0,3,20,050,small,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,2,20,050,small,0
Auto & Motorrad | Bürobedarf,0.0,2,20,050,small,0
Haustier & Tierbedarf | Werkzeug & Baumarkt,0.0,2,20,050,small,0
Bürobedarf | Spielzeug & Baby,1.0,2,20,050,small,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,20,050,small,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20,050,small,0
Haustier & Tierbedarf | Haustier & Tierbedarf,1.0,2,20,050,small,0
Bürobedarf | Lebensmittel & Getränke,0.0,1,20,050,small,0
Bürobedarf | Gesundheit & Pflege,0.0,1,20,050,small,0
Haustier & Tierbedarf | Sport & Freizeit,0.0,1,20,050,small,0
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,1,20,050,small,0
Gesundheit & Pflege | Haustier & Tierbedarf,0.0,1,20,050,small,0
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20,050,small,0
Bürobedarf | Bürobedarf,1.0,1,20,050,small,0
Kleidung & Accessoires | Kleidung & Accessoires,0.6551724137931034,958,50,100,large,0
Möbel & Wohnen | Möbel & Wohnen,0.4527363184079602,806,50,100,large,0
Kleidung & Accessoires | Möbel & Wohnen,0.6666666666666666,367,50,100,large,0
Kleidung & Accessoires | Sport & Freizeit,0.5573770491803278,215,50,100,large,0
Elektronik & Computer | Kleidung & Accessoires,0.43478260869565216,169,50,100,large,0
Elektronik & Computer | Möbel & Wohnen,0.9565217391304348,147,50,100,large,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5376344086021505,146,50,100,large,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.6666666666666666,141,50,100,large,0
Sport & Freizeit | Sport & Freizeit,0.49230769230769234,95,50,100,large,0
Elektronik & Computer | Elektronik & Computer,0.9152542372881356,95,50,100,large,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.5,94,50,100,large,0
Spielzeug & Baby | Spielzeug & Baby,0.7368421052631579,80,50,100,large,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,75,50,100,large,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5882352941176471,71,50,100,large,0
Kleidung & Accessoires | Spielzeug & Baby,1.0,70,50,100,large,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,69,50,100,large,0
Möbel & Wohnen | Sport & Freizeit,0.6666666666666666,69,50,100,large,0
Möbel & Wohnen | Spielzeug & Baby,0.6666666666666666,65,50,100,large,0
Gesundheit & Pflege | Kleidung & Accessoires,0.6666666666666666,57,50,100,large,0
Auto & Motorrad | Auto & Motorrad,1.0,57,50,100,large,0
Auto & Motorrad | Kleidung & Accessoires,0.0,52,50,100,large,0
Gesundheit & Pflege | Möbel & Wohnen,0.0,40,50,100,large,0
Gesundheit & Pflege | Gesundheit & Pflege,0.8571428571428571,38,50,100,large,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,36,50,100,large,0
Elektronik & Computer | Werkzeug & Baumarkt,0.8,34,50,100,large,0
Elektronik & Computer | Sport & Freizeit,0.0,34,50,100,large,0
Auto & Motorrad | Möbel & Wohnen,0.0,33,50,100,large,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.8181818181818182,31,50,100,large,0
Elektronik & Computer | Spielzeug & Baby,0.0,30,50,100,large,0
Kosmetik & Drogerie | Sport & Freizeit,0.5,27,50,100,large,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,22,50,100,large,0
Sport & Freizeit | Werkzeug & Baumarkt,1.0,20,50,100,large,0
Spielzeug & Baby | Sport & Freizeit,1.0,19,50,100,large,0
Elektronik & Computer | Gesundheit & Pflege,0.0,15,50,100,large,0
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50,100,large,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,13,50,100,large,0
Auto & Motorrad | Sport & Freizeit,1.0,13,50,100,large,0
Bürobedarf | Kleidung & Accessoires,0.0,13,50,100,large,0
Bürobedarf | Möbel & Wohnen,0.25,12,50,100,large,0
Bürobedarf | Elektronik & Computer,1.0,11,50,100,large,0
