Entity1,Entity2,Pair_ID,Answer,Answer_binary,Label,Match,Costs,Hard_Negative
Marke: Diesel Name: Diesel Quarzuhr Armbanduhr Uhr Quarzuhr Herrenuhr Chronograph mit Datum Diesel DZ4533 Preis: 174.49 Beschreibung: Diesel Quarzuhr Armbanduhr Uhr Quarzuhr Herrenuhr Chronograph mit Datum Diesel DZ4533,"Marke: Beco Name: Komfortschaum-Matratze »Royal Duo KS«, Beco, 21 cm hoch, Raumgewicht: 30, Orthopädische Matratzenkern-Kontur, weiß, 140 cm x 200 cm x 21 cm 140 cm x 200 cm x 21 cm Preis: 251.99 Beschreibung: Beco: Die Komfortschaum-Matratze „Royal Duo KS“ aus dem Hause BeCo ist ca. 21 cm hoch, hat 7 Liegezonen und ist äußerst punktelastisch, formstabil und atmungsaktiv. Alle Härtegrade H2, H3 und H4 = 1 Preis. Sie verfügt über eine spezielle, orthopädische Matratzenkern-Kontur, die die nächtliche Wirbelsäulen-Streckung und die Bandscheiben-Regeneration unterstützt. Zusätzliche besitzt die Matratze ein weiches Schulter-Entlastungssystem. Der hautfreundliche, funktionelle und elastische Doppeltuch-Bezug (100% Polyester) ist mit einer atmungsaktiven Klimafaser (100% Polyester) versteppt. Der Bezug hat einen 4-seitigen Reißverschluss, ist teilbar, abnehmbar und bis 60 °C waschbar. Ideal für Tierhaarallergiker geeignet. Die offenporigen Materialien sorgen für ein gutes Schlafklima. Hergestellt in Deutschland.",4934929781#1434308545,Nein,0,0,1,0.00038237499999999996,0
"Marke: Salomon Name: Salomon XA Pro 3D v8 Herren Multifunktionsschuhe (Schwarz 10,5 UK, 45 1 3 EU)  Typ A (Halbschuhe) Winterstiefel Preis: 128.0 Beschreibung: Herren Multifunktionsschuhe Einsatzbereich: Bergsport atmungsaktiv, leicht, robust Der Salomon XA Pro 3D v8 ist ein hochwertiger Trailrunning-Schuh für Männer und Frauen, der für anspruchsvolle Trails und Outdoor-Abenteuer konzipiert wurde. Das Obermaterial besteht aus strapazierfähigem Mesh und Synthetikmaterial, das den Fuß stabilisiert und gleichzeitig atmungsaktiv ist. Die Quicklace-Schnürung ermöglicht eine schnelle und einfache Anpassung der Passform. Die Contagrip-Außensohle sorgt für eine hervorragende Traktion auf verschiedenen Untergründen und bietet Schutz und Stabilität auf unebenem Gelände. Die 3D Advanced Chassis-Technologie in der Sohle bietet zusätzliche Stabilität und Unterstützung. Die EVA-Zwischensohle bietet eine angenehme Dämpfung und macht den Schuh besonders bequem. Mit seinem robusten Design und den auffälligen Salomon-Logos auf der Seite ist der XA Pro 3D v8 nicht nur funktional, sondern auch ein stylischer Begleiter für Trailrunner und Outdoor-Enthusiasten.","Marke: adidas Name: adidas Performance DURAMO 10 Laufschuh schwarz 38,5 Preis: 49.99 Beschreibung: Größe , 38,5, Größenhinweis , Fällt klein aus, bitte eine Größe größer bestellen., Farbe , CBLACK-FTWWHT-CBLACK, Obermaterial , Synthetik, Textil, Stil , sportlich, Verschluss , Schnürung, Schuhspitze , rund, Laufsohlenmaterial , Gummi, Schuhhöhe , niedrig, Sportart , Laufen, Einsatz , neutral,",35840895191#4332430854,Nein,0,0,1,0.00040774999999999996,1
"Marke: Salomon Name: Salomon XA Pro 3D V8 GTX W Damen ( Dunkelblau 4,5 UK, 37 1 3 EU |) , Typ A Preis: 159.99 Beschreibung: Der XA Pro 3D V8 GTX W von Salomon hilft dabei, seine sportlichen Ziele zu erreichen. Dieser Schuh besitzt Contagrip® MA-Technologie, die für die unterschiedlichsten Oberflächen entwickelt wurde. Sie gleicht sowohl die Geometrie als auch die Gummimischung aus, um Vertrauen auf nassen, trockenen, harten oder losen Oberflächen zu garantieren. Mit der GORE-TEX®-Membran bleiben die Füße sowohl von außen als auch von innen trocken. Das flache 3D Advanced ChassisTM befindet sich zwischen Außensohle und Zwischensohle und optimiert die Bewegungssteuerung und das Energiemanagement. Es bietet außerdem zusätzlichen Schutz für ein präzises, ​​stabiles und reaktionsschnelles Training. SensiFitTM wiegt den Fuß von der Zwischensohle bis zum Schnürsystem, für eine sichere, bequeme und praktisch individuelle Passform rund um den Fuß. Die OrthoLite®-Innensohle, die an Konturen des Fußes angepasst ist, liefert eine hervorragende Dämpfung sowie Atmungsaktivität und Haltbarkeit. Das QuicklaceTM Schnür-System erleichtert das An- und Ausziehen. Contagrip® MA- Technologie 3D Advanced ChassisTM GORE-TEX®-Membran SensiFitTM Geformtes OrthoLite® QuicklaceTM EnergyCell Stabil Atmungsaktiv Strapazierfähig","Marke: Salomon Name: SALOMON XA PRO 3D v8 - Hr., black black magnet (10,5 UK) Preis: 129.95 Beschreibung: Salomon Trail Runningschuhe Freizeitschuhe Herren Xa Pro 3D V8 schwarz",1810185303#19200751877,Nein,0,0,1,0.000415625,1
"Marke: EASTPAK Name: Eastpak Volker CS Mono Marine Preis: 74.0 Beschreibung: Rucksack in blau aus Polyester von der Marke Eastpak. Laptopfach bis 15 Zoll Größe, Zwei große Reißverschlussfächer","Marke: Liebeskind Berlin Name: Liebeskind Berlin Damen Analog Quarz Uhr mit Edelstahl, IP Gold Damenuhr Preis: 132.47 Beschreibung: Liebeskind Berlin Damen Analog Quarz Uhr mit Edelstahl, IP Gold Damenuhr",4405820651#2071810750,Nein,0,0,1,0.000149625,0
"Marke: biederlack Name: Wohndecke 'Uno Cotton' biederlack Rosé - 00Z Preis: 49.9 Beschreibung: Sie sind auf der Suche nach hochwertigen Heimtextilien für Ihr Zuhause? Dann könnte die Wohndecke das richtige für Sie sein. Gönnen Sie Ihrem Zuhause einen neuen Look, und bestellen Sie die Wohndecke ganz bequem hier in unserem Onlineshop!","Marke: biederlack Name: Wohn-Decke , 150x200cm, »Uno Cotton«, strapazierfähig, biederlack Preis: 37.99 Beschreibung: Uno Cotton ist eine einfarbige Wohndecke aus pflegeleichtem dralon® und atmungsaktiver Baumwolle mit ""Cotton made in Africa"". Die anschmiegsame Kuscheldecke in trendigem lila ist mit feinem Veloursban",4283871990#1701502009,Ja,1,0,0,0.0002135,1
Marke: Wesco Name: Wesco Single Grandy Brotkasten pink (235101-26) Preis: 55.24 Beschreibung: Wesco 235101-26 Wesco Single Grandy Frühstücksbox Brotdose Butterbrotsdose Rosa Pink Stahlblech,"Marke: Wesco Name: Wesco Single Grandy Brotkasten rot (235101-02) Preis: 63.2 Beschreibung: Wesco 235101-02 Wesco Single Grandy, Frühstücksbox, Brotdose, Butterbrotsdose, Rot, Stahlblech",4833740538#4657604028,Nein,0,0,1,0.000163625,1
"Marke: Stella Trading Name: Stella Trading Pamplona Ecksofa mit Schlaffunktion, Beige - Moderne Eckcouch in L-Form mit Bettkasten - 255 x 91 x 185 cm (B H T) Preis: 1109.23 Beschreibung: MODERN - Die Couch in L-Form passt sich mit ihrer schlichten Form- und Farbgebung hervorragend Ihrer Einrichtung an. Holzfarbene Füße und runden die ansonsten schlicht gehaltene Optik harmonisch ab. SCHLAFFUNKTION - Das Sofa kann in kürzester Zeit zum Dauerschläfer mit einer Liegefläche von 152 x 228 cm umgewandelt werden. Kissen und Decken lassen mühelos in dem integrierten Bettkasten verstauen. BEZOGENER RÜCKEN - Die Rückseite des Sofas ist mit echtem Bezug versehen, was bedeutet, dass die Couch flexibel im Raum platziert werden kann, ohne zwangsläufig an der Wand stehen zu müssen. LEICHTE MONTAGE - Das Ecksofa ist dank der Anleitung schnell und einfach aufgebaut. 6 Rücken- und 2 Zierkissen sind im Lieferumfang inbegriffen und runden die Optik ab. Maße: 255 x 91 x 185 cm (B H T). STELLA TRADING - Möbel sind unsere Leidenschaft. Wir stehen für beste Qualität und aus diesem Grund arbeiten wir nur mit sorgfältig ausgewählten und namhaften Lieferanten zusammen.","Marke: Telefunken Name: Telefunken E-Bike, Weinrot, Metall, Kunststoff, 63.5x114.5x195.5 cm, damen, herren, unisex, Akkustatusanzeige, Seitenständer, Antirutschpedale, Beleuchtung vorne und hinten, Geschwindigkeitsanzeige, LED-Beleuchtung, Rücklicht, Pedale mit Reflektoren, Ledersattel, Freizeit, E-Mobilität, E-Bikes Preis: 999.99 Beschreibung: Telefunken Multitalent Rc822 - Elektrofahrrad mit tiefem Einstieg Das Telefunken City-Pedelec Rc822 überzeugt mit seinem leistungsstarken Frontmotor, welcher im Zusammenspiel mit dem ausdauernden Akku eine Reichweite von bis zu 100 km ermöglicht. Der Sitzrohrakku fällt durch die geschickte Positionierung optisch kaum auf und verbessert durch einen tiefen Schwerpunkt zudem das Fahrverhalten. Das kompfortable E-Bike ist mit dem Tiefeinsteiger-Rahmen und dem abnehmbaren Einkaufskorb eben ein echtes Multitalent. Mit der 7-Gang Shimano Kettenschaltung finden Sie für jedes Terrain die passende Übersetzung und erreichen stets schnell und entspannt Ihr Ziel. Ein modernes LCD-Display versorgt Sie während der Fahrt mit allen wichtigen Informationen, wie z.B. der Geschwindigkeit und der zurückgelegten Strecke. Erleben Sie entspannte Radtouren dank dem umfangreichen Komfort-Paket bestehend aus City Komfort Sattel, Lenker mit ergonomischen Griffen, praktischem Einkaufskorb und Gepäckträger. Vielseitig Mit der 7-Gang Shimano Kettenschaltung finden Sie für jedes Terrain die passende Übersetzung und erreichen stets schnell und entspannt Ihr Ziel. Modern Das moderne und verstellbare LCD-Display versorgt Sie während der Fahrt mit allen wichtigen Informationen, wie z.B. der Geschwindigkeit und der zurückgelegten Strecke. Komfortabel Erleben Sie entspannte Radtouren dank dem umfangreichen Komfort-Paket bestehend aus City Komfort Sattel, Lenker mit ergonomischen Griffen, praktischem Einkaufskorb und Gepäckträger. Sicher Die Alu-V-Bremsen sorgen für eine zuverlässige Bremswirkung und dank LED-Beleuchtung werden Sie auch in der Dunkelheit gesehen. Das Ebike ist nicht zulassungspflichtig und bietet die vollständige Ausstattung nach StVZO. Einfach Zum schnellen Start wird das Fahrrad zu 98",207032695430#550633511658,Nein,0,0,1,0.0007691250000000001,1
"Marke: Garmin Name: Garmin Smartwatch Kunststoff Damenuhren Damen Preis: 199.99 Beschreibung: Garmin Smartwatch Vivomove Sport Farbe: grün Agegroup: Adult Wir liefern Ihr Schmuckstück in einer eleganten Produktverpackung - ideal für Geschenke. Built to last forever: In ihren Smartwatches vereint die Marke Garmin ihr gesamtes technologisches Wissen, um den perfekten Begleiter für Ihren sportlichen Lebensstil zu kreieren. Farbe: Maße: Gehäusedurchmesser: 40 mm, Bandbreite: 20 mm Größe: Material: Oberflächenveredelung: Karat: Reinheit: Zusatzinformationen: Gewicht: 170 g Verschluss: Dornschließe Technische Ausführung: Akku","Marke: Rosti Mepal Name: Mepal Schüssel Cirqula 2000 ml Kunststoff Blau Preis: 13.99 Beschreibung: Segmüller.de: Wenn Sie ein vielseitig verwendbares Haushaltsutensil schätzen, treffen Sie mit der praktischen Schüssel Cirqula 2000 ml eine sehr gute Wahl. Sie können die hübsche, bruchsichere und luftdicht verschließbare Schale beispielsweise zum Aufbewahren, Servieren oder Transportieren von Lebensmitteln verwenden. Weil die Schüssel Cirqula 2000 ml auslaufsicher ist, eignet sie sich auch für flüssige Speisen wie etwa Suppe. - Schüssel Schale.",4514268207#97115450346,Nein,0,0,1,0.00032024999999999995,0
"Marke: VAUDE Name: VAUDE Softshellparka Air III blau Preis: 60.0 Beschreibung: Größentyp , Größe fällt normal aus, Materialzusammensetzung , 100 % Polyamid, Farbe , baltic sea, Passform , enganliegend geschnitten, Größenhinweis , Größe fällt normal aus,",Marke: Vaude Name: VAUDE Men's Air Jacket III black uni (051) XL Preis: 59.9 Beschreibung: Ein Hauch von Nichts! Die ultraleichte Windjacke kannst Du winzig klein in der Rückentasche verstauen; ausgepackt hält sie der stärksten Brise stand und schont zudem die Umwelt. Die Jacke wird aus umweltfreundlichem Material hergestellt und ist nach dem s,3887327251#3559141874,Nein,0,0,1,0.000200375,1
Marke: Bibliographisches Institut  Berlin Name: Einfach lernen mit Rabe Linus: Mein Lern-Memo mit Rabe Linus - Silben (Kinderspiel) Preis: 7.99 Beschreibung: Einfach lernen mit Rabe Linus: Mein Lern-Memo mit Rabe Linus - Silben (Kinderspiel). Was gehört zusammen? Finde die zusammengehörigen Silben und entdecke dabei wie die Wörter dazu aussehen!Kinder ab 5 Jahren können damit auf spielerische Art ein Gefühl für Wörter und Silben entwickeln und festigen ganz nebenbei ihre Konzentration und Merkfähigkeit.Das Memo-Spiel mit dem Raben Linus ist ein spielerisches Training zum Lesenlernen.,"Marke: Nike Name: Nike 3PPK Cotton Crew Sock, Gr.: 34-38 Preis: 8.36 Beschreibung: 3 Paar NikeÂ Socken - äußerst bequem! Die langen Socken Nike 3PPK Cotton Crew Sock bieten ein super Fußgefühl! Schöne und bequemeÂ SockenÂ von Nike zum Sport oder einfach so in der City. Im Lieferumfang enthalten:Â 3 Paar Socken in schwarz. Nike bietet die passenden Accessoires zu Deinen Schuhen.Eigenschaften: Im Lieferumfang sind 3 Paar Socken enthalten: 3 Paar in schwarz Material: 75% Baumwolle   18% Polyester   6% Nylon  Â 1% Elasthan Premium-Baumwolle sorgt für einen besonders angenehmen Tragekomfort Verstärkter Fersen- und Zehenbereich bietet lange Haltbarkeit an den besonders beanspruchten Stellen Crew - lange Socke: Die Socke reicht bis über die Wade Elastisches Bündchen für bequemes Anziehen und einen guten Halt Einfache Markenerkennung durch eingestrickten Swoosh an beiden Seiten",1628142291#1961624635,Nein,0,0,1,0.00038237499999999996,0
